pays,apprenant,mot (interlangue),mot (automatique),transcription automatique,transcription manuelle,erreur de déclinaison?,erreur de prononciation?
GE,4106,rzeżowanie,żyjeżdżowanie,,,oui,oui
GE,4106,obek,obiek,,,,oui
GE,4106,uniwezite,uniwezy,,,oui,oui
GE,4106,obek,obiek,,,,oui
GE,4106,teatre,teatry,,,oui,
GE,4106,zię,się,,,,oui
GE,4106,ulicza,ulicza,,,,oui
GE,4116,ste,stery,ulica dobrej stery ja wiem proszę iść prosto ulica nazywa się niska obok spitala za spitalu proszę iść skręczać na prawo ulica nazywa się juliusza słowackiego proszę iść prosto obok restauracje obok zgoły i obok teatrem obok sklepu i za sklepem proszę skręczać na lewo dom kowalski jest na lewo,ulica dobrej ste dobra stery ja wiem proszę idź prosto ulica nazywa się niska obok spitala za spitalu proszę skręczić na prawo ulica nawy nazywa się juliusza słowackiego proszę ic idź prosto obok restoracje obok skoły i obe obok teatrem obok sklepu i za sklepem proszę skręczać na lewo dom kowalski jest na lewo,,
GE,4116,spitala,spitala,,,oui,oui
GE,4116,spitalu,spitalu,,,oui,oui
GE,4116,skręczić,skręczać,,,,oui
GE,4116,restoracje,restauracje,,,oui,oui
GE,4116,skoły,zgoły,,,,oui
GE,4116,skręczać,skręczać,,,,oui
GE,4114,ospi,-,dobrze proste idzie prosto za hospitalem chęczać prawo ulica nazywa się ulica juliustie słowakiego idzie prosto obok biblioteku skuł i teatru za sklepem skręczać blewo ulica nazywa się ulica dobra ulica dobra no mestere jest na lewu obok parku i obok sklepu,dobrze proszę idź prosto i za ospi za spitalem kręczacz pre prawo i ulica nazywa się ulica juliuse słowakiego i idź prosto prosto obok biblioteku i skul skul i teatru i za sklepu za sklepem skręczać w lewo ulica nazywa się ulica dobra i ulica dobra nume stery jest na lewo obok parku i obok sklepu,,oui
GE,4114,spitalem,hospitalem,,,,oui
GE,4114,kręczacz,chęczać,,,,oui
GE,4114,juliuse,juliustie,,,oui,oui
GE,4114,słowakiego,słowakiego,,,,oui
GE,4114,biblioteku,biblioteku,,,oui,
GE,4114,skręczać,skręczać,,,,oui
GE,4114,nume,no,,,oui,oui
GE,4110,szię,się,proszę iść prosto ulica nazywa się niska za szpital proszę skręczać w prawo proszę iść prosto ulica nazywa się juliusa słowackiego proszę iść prosto obok szkoła obok uniwersytet obok teatry za sklepu proszę skręczać w lewo proszę iść prosto ulica nazywa się dobra obok parku i obok sklepu jest dom ulica dobra cztery,proszę idź prostu ulica nazywa szię niska za szpital proszę skręczać w prewo w prawo proszę idź prosto ulica nazywa się juliusa słowackiego proszę idź prosto obok szkoła obok uniwersitet obok tieatre i za sklepu proszę skręczać w lewo i proszę idź prosto ulica nazywa się dobra i obok parku i obok sklepu jest jest dom ulica dobra cztery,,oui
GE,4110,skręczać,skręczać,,,,oui
GE,4110,prewo,-,,,,oui
GE,4110,juliusa,juliusa,,,,oui
GE,4110,uniwersitet,uniwersytet,,,oui,oui
GE,4110,tieatre,teatry,,,oui,oui
GE,4110,skręczać,skręczać,,,,oui
GE,4122,spitalem,spitalem,proszę idź prosto ulica nazywa się ulicaniska i za spitalem proszę skręcić prosto prawo ulica nazywa się juliusz słowackiego iść prosto i prosto obok szpitalem obok restauracja obok uniwersytet i za sklep proszę skręcić w lewo ulica dobra i numer 4 jest na lewo,proszę idź prosto ulica nazywa się ulica niska i za spitalem proszę skręcić prosto w prawo ulica nazywa się uli juliusza slowackiego i idź prosto i prosto obok szpitalem obok restoracja obok uniwersitet i za sklepem proszę skręcić w lewo ulica dobra i numero cztery jest na lewo,,oui
GE,4122,slowackiego,słowackiego,,,,oui
GE,4122,restoracja,restauracja,,,oui,oui
GE,4122,uniwersitet,uniwersytet,,,oui,oui
GE,4122,numero,numer,,,,oui
GE,4105,szpitaem,szpital,proszę prosto i za szpital skręczak naprewo a ulica na zawazcie juliuszcza słowakiego i prosz prosty obok restauracja obok biblioteka obok skole obok sklep a za sklep skręczak na lewo a ulica na zawazcie dobra i za sklep ulica na zawazcie dobra sterek a za dom jest na lewo,proszę proste prosta i za szpitaem skręczak na prewo ulica nazawa się juliusza slowakiego i prosz proste obok restoracja obok biblioteka obok skole obok sklep a za sklep skręczek na lewo ulica nazawa się dobra i za sklep ulica nazawa stę dobra sterek a zdom est na lewo,,oui
GE,4105,skręczak,skręczak,,,,oui
GE,4105,prewo,naprewo,,,,oui
GE,4105,nazawa,na zawazcie,,,,oui
GE,4105,slowakiego,słowakiego,,,,oui
GE,4105,prosz,prosz,,,,oui
GE,4105,restoracja,restauracja,,,oui,oui
GE,4105,skole,skole,,,oui,oui
GE,4105,skręczek,skręczak,,,,oui
GE,4105,nazawa,na zawazcie,,,,oui
GE,4105,nazawa,na zawazcie,,,,oui
GE,4105,stę,-,,,,oui
GE,4105,sterek,sterek,,,,oui
GE,4105,zdom,za dom,,,,oui
GE,4123,skręczać,skręczać,proszę iść prosto i za spitalu skręczać na prawo proszę iść prosto prosto prosto obok restorancja obok skola obok uniwersytet za sklepu proszę skręczać na lewo i dom jest na lewo obok sklepu i obok parku,okej idź proszę idź prosto i za szpitalu skręczać na prawo proszę idź prosto prosto prosto obok resorancja obok skola obok uniwerzitet za sklepu proszę skręczać na lewo i dom jest na lewo obok sklepu i obok parku,,oui
GE,4123,resorancja,restorancja,,,oui,oui
GE,4123,skola,skola,,,oui,oui
GE,4123,uniwerzitet,uniwersytet,,,oui,oui
GE,4123,skręczać,skręczać,,,,oui
GE,4104,szpita,-,proszę ić po sło za szpitalu proszę skręcać prawo ulica nazywa się julicka słowackiego proszę ić po sło i po sło obec szkole i obec teatr i obec slepu i proszę skręcać na lewo ulica nazywa się dobra dom kowalski jest na lewo,proszę idź prosto za szpita szpitalu proszę skręcać prawo ulica nazywa się juli julicka slowackiego proszę idź prosto i prosto obek skole i obek teatre i obek slepu i proszę skręcać na lewo ulica nazywa się dobra i dom kowalski jest na lewo,oui,oui
GE,4104,julicka,julicka,,,,
GE,4104,slowackiego,słowackiego,,,,oui
GE,4104,obek,obec,,,,oui
GE,4104,skole,szkole,,,oui,oui
GE,4104,obek,obec,,,,oui
GE,4104,teatre,teatr,,,oui,
GE,4104,obek,obec,,,,oui
GE,4104,slepu,slepu,,,,oui
GE,4115,nażewa,na żywę,proszę iść proto ulica na żywę ulica niska na szpitalę proszę skręcić prawo ulica na żywę słowakiego proszę iść proto proto obok restauracji obok biblioteku obok szkolu obok teatru i na sklepie proszę skręcić lewo ulica na żywę ulica dobra i ulica dobra stere i jest na lewo,proszę iść proto ulica nażewa ulic niska zna spitale proszę sre skręcić prawo ulica nażewa liżewe slowakiego proszę iśt proto proto obok res restorac restoracu obok biblioteku obok szkolu obok teatru i zna sklepiem proszę skręcić lewo ulisa nażewa ulica dobra i ulisa dobra stery jes na lewo,,oui
GE,4115,spitale,szpitalę,,,oui,oui
GE,4115,sre,-,,,,oui
GE,4115,nażewa,na żywę,,,,oui
GE,4115,liżewe,-,,,,oui
GE,4115,slowakiego,słowakiego,,,,oui
GE,4115,iśt,iść,,,,oui
GE,4115,restorac,-,,,oui,oui
GE,4115,restoracu,restauracji,,,,oui
GE,4115,biblioteku,biblioteku,,,oui,
GE,4115,szkolu,szkolu,,,oui,oui
GE,4115,sklepiem,sklepie,,,,oui
GE,4115,ulisa,ulica,,,,oui
GE,4115,nażewa,na żywę,,,,oui
GE,4115,ulisa,ulica,,,,oui
GE,4115,jes,jest,,,,oui
GE,4102,sztery,cztery,ulica dobrej cztery jest obok sklep tu i obok parku i za kinem i za teatrem proszę iść prosto za szpital proszę skręczyć w prawo iść prosto iść prosto i obok szkola i obok uniwersytet iść prosto iść za sklep proszę skręczać w lewo i dom jest na lewo,ulica dobra sztery jest obok sklepu i obok parku i za kinem i za teatrem proszę iść prastu za szpitale proszę skręcić w prawo i idź prosto i prosto i obok szkola i obok uniwersitet i prosto i za sklep proszę skręczać w lewo i dom jest na lewo,,oui
GE,4102,prastu,prosto,,,,oui
GE,4102,szkola,szkola,,,oui,oui
GE,4102,uniwersitet,uniwersytet,,,oui,oui
GE,4102,skręczać,skręczać,,,,oui
